"original_taxa","accepted_wfo","wfo_taxonID","wfo_rank","wfo_authorship","wfo_family","wfo_genus","wfo_status","wfo_match"
"Abies","Abies","wfo-4000000038","genus","Mill.","Pinaceae","Abies","Accepted","MATCH"
"Abutilon","Abutilon","wfo-4000000069","genus","Mill.","Malvaceae","Abutilon","Accepted","MATCH"
"Abutilon teophrasti","Abutilon theophrasti","wfo-0000512325","species","Medik.","Malvaceae","Abutilon","Accepted","FUZZY"
"Abutilon theophrasti","Abutilon theophrasti","wfo-0000512325","species","Medik.","Malvaceae","Abutilon","Accepted","MATCH"
"Acacia","Acacia","wfo-4000000074","genus","Mill.","Fabaceae","Acacia","Accepted","MATCH"
"Acalypha","Acalypha","wfo-4000000080","genus","L.","Euphorbiaceae","Acalypha","Accepted","MATCH"
"Acalypha ostryifolia","Acalypha persimilis","wfo-0000216374","species","Müll.Arg.","Euphorbiaceae","Acalypha","Accepted","MATCH"
"Acalypha virginica","Acalypha virginica","wfo-0000252267","species","L.","Euphorbiaceae","Acalypha","Accepted","MATCH"
"Acer","Acer","wfo-4000000188","genus","L.","Sapindaceae","Acer","Accepted","MATCH"
"Acer campestre","Acer campestre","wfo-0000514040","species","L.","Sapindaceae","Acer","Accepted","MATCH"
"Acer negundo","Acer negundo","wfo-0000514643","species","L.","Sapindaceae","Acer","Accepted","MATCH"
"Acer platanoides","Acer platanoides","wfo-0000514884","species","L.","Sapindaceae","Acer","Accepted","MATCH"
"Acer pseudoplatanus","Acer pseudoplatanus","wfo-0000514908","species","L.","Sapindaceae","Acer","Accepted","MATCH"
"Acer rubrum","Acer rubrum","wfo-0000514966","species","L.","Sapindaceae","Acer","Accepted","MATCH"
"Achillea","Achillea","wfo-4000000214","genus","L.","Asteraceae","Achillea","Accepted","MATCH"
"Achillea collina","Achillea collina","wfo-0000070589","species","(Becker ex Rchb.f.) Heimerl","Asteraceae","Achillea","Accepted","MATCH"
"Achillea ligustica","Achillea ligustica","wfo-0000032595","species","All.","Asteraceae","Achillea","Accepted","MATCH"
"Achillea millefolium","Achillea millefolium","wfo-0000042097","species","L.","Asteraceae","Achillea","Accepted","MATCH"
"Achillea millefolium ceretanica","Achillea millefolium","wfo-0000042097","species","L.","Asteraceae","Achillea","Accepted","FUZZY"
"Achillea millefolium millefolium","Achillea millefolium","wfo-0000042097","species","L.","Asteraceae","Achillea","Accepted","FUZZY"
"Achillea nobilis","Achillea nobilis","wfo-0000092435","species","L.","Asteraceae","Achillea","Accepted","MATCH"
"Achillea nobilis nobilis","Achillea nobilis","wfo-0000092435","species","L.","Asteraceae","Achillea","Accepted","FUZZY"
"Achillea odorata","Aspilia silphioides","wfo-0000040535","species","Benth. & Hook.f.","Asteraceae","Aspilia","Accepted","MATCH"
"Achillea ptarmica","Achillea ptarmica","wfo-0000033807","species","L.","Asteraceae","Achillea","Accepted","MATCH"
"Achnatherum calamagrostis","Achnatherum calamagrostis","wfo-0000841262","species","(L.) P.Beauv.","Poaceae","Achnatherum","Accepted","MATCH"
"Acinos arvensis","Clinopodium acinos","wfo-0000890516","species","(L.) Kuntze","Lamiaceae","Clinopodium","Accepted","MATCH"
"Adonis","Adonis","wfo-4000000720","genus","L.","Ranunculaceae","Adonis","Accepted","MATCH"
"Adonis aestivalis","Adonis aestivalis","wfo-0000521105","species","L.","Ranunculaceae","Adonis","Accepted","MATCH"
"Adonis aestivalis squarrosa","Adonis aestivalis","wfo-0000521105","species","L.","Ranunculaceae","Adonis","Accepted","FUZZY"
"Adonis annua","Adonis annua","wfo-0000521134","species","L.","Ranunculaceae","Adonis","Accepted","MATCH"
"Adonis flammea","Adonis flammea","wfo-0000521203","species","Jacq.","Ranunculaceae","Adonis","Accepted","MATCH"
"Adoxa moschatellina","Adoxa moschatellina","wfo-0000521309","species","L.","Viburnaceae","Adoxa","Accepted","MATCH"
"Aegilops","Aegilops","wfo-4000000750","genus","L.","Poaceae","Aegilops","Accepted","MATCH"
"Aegilops biuncialis","Aegilops biuncialis","wfo-0000841598","species","Vis.","Poaceae","Aegilops","Accepted","MATCH"
"Aegilops cylindrica","Aegilops cylindrica","wfo-0000841654","species","Host","Poaceae","Aegilops","Accepted","MATCH"
"Aegilops geniculata","Aegilops geniculata","wfo-0000841692","species","Roth","Poaceae","Aegilops","Accepted","MATCH"
"Aegilops neglecta","Aegilops neglecta","wfo-0000841503","species","Req. ex Bertol.","Poaceae","Aegilops","Accepted","MATCH"
"Aegilops ovata","Aegilops neglecta","wfo-0000841503","species","Req. ex Bertol.","Poaceae","Aegilops","Accepted","MATCH"
"Aegilops triuncialis","Aegilops triuncialis","wfo-0000841887","species","L.","Poaceae","Aegilops","Accepted","MATCH"
"Aegopodium podagraria","Aegopodium podagraria","wfo-0000521573","species","L.","Apiaceae","Aegopodium","Accepted","MATCH"
"Aesculus hippocastanum","Aesculus hippocastanum","wfo-0000522287","species","L.","Sapindaceae","Aesculus","Accepted","MATCH"
"Aethusa","Aethusa","wfo-4000000828","genus","L.","Apiaceae","Aethusa","Accepted","MATCH"
"Aethusa cynapium","Aethusa cynapium","wfo-0000522564","species","L.","Apiaceae","Aethusa","Accepted","MATCH"
"Aethusa cynapium agrestis","Aethusa cynapium subsp. segetalis","wfo-0000522571","subspecies","(Boenn.) Schübl. & G.Martens","Apiaceae","Aethusa","Accepted","FUZZY"
"Aethusa cynapium cynapium","Aethusa cynapium","wfo-0000522564","species","L.","Apiaceae","Aethusa","Accepted","FUZZY"
"Aethusa cynapium segetalis","Aethusa cynapium","wfo-0000522564","species","L.","Apiaceae","Aethusa","Accepted","FUZZY"
"Agrimonia","Agrimonia","wfo-4000000979","genus","L.","Rosaceae","Agrimonia","Accepted","MATCH"
"Agrimonia agrimonoides","Aremonia agrimonoides","wfo-0000990761","species","(L.) DC.","Rosaceae","Aremonia","Accepted","MATCH"
"Agrimonia eupatoria","Agrimonia eupatoria","wfo-0001006654","species","L.","Rosaceae","Agrimonia","Accepted","MATCH"
"Agrimonia eupatoria eupatoria","Agrimonia eupatoria","wfo-0001006654","species","L.","Rosaceae","Agrimonia","Accepted","FUZZY"
"Agropyron","Agropyron","wfo-4000000990","genus","Gaertn.","Poaceae","Agropyron","Accepted","MATCH"
"Agrostemma githago","Agrostemma githago","wfo-0000524512","species","L.","Caryophyllaceae","Agrostemma","Accepted","MATCH"
"Agrostis","Agrostis","wfo-4000000996","genus","L.","Poaceae","Agrostis","Accepted","MATCH"
"Agrostis canina","Agrostis canina","wfo-0000843382","species","L.","Poaceae","Agrostis","Accepted","MATCH"
"Agrostis capillaris","Agrostis capillaris","wfo-0000841743","species","L.","Poaceae","Agrostis","Accepted","MATCH"
"Agrostis curtisii","Alpagrostis setacea","wfo-1000020945","species","(Poir.) P.M.Peterson, Romasch., Soreng & Sylvester","Poaceae","Alpagrostis","Accepted","MATCH"
"Agrostis gigantea","Agrostis gigantea","wfo-0000843693","species","Roth","Poaceae","Agrostis","Accepted","MATCH"
"Agrostis stolonifera","Agrostis stolonifera","wfo-0000844489","species","L.","Poaceae","Agrostis","Accepted","MATCH"
"Agrostis stolonifera latifolia","Agrostis stolonifera","wfo-0000844489","species","L.","Poaceae","Agrostis","Accepted","FUZZY"
"Agrostis stolonifera stolonifera","Agrostis stolonifera","wfo-0000844489","species","L.","Poaceae","Agrostis","Accepted","FUZZY"
"Ailanthus altissima","Ailanthus altissima","wfo-0000524599","species","(Mill.) Swingle","Simaroubaceae","Ailanthus","Accepted","MATCH"
"Ailanthus altissimus","Ailanthus altissima","wfo-0000524599","species","(Mill.) Swingle","Simaroubaceae","Ailanthus","Accepted","FUZZY"
"Aira armoricana","Aira caryophyllea","wfo-0000844921","species","L.","Poaceae","Aira","Accepted","MATCH"
"Aira caryophyllea","Aira caryophyllea","wfo-0000844921","species","L.","Poaceae","Aira","Accepted","MATCH"
"Aira caryophyllea caryophyllea","Aira caryophyllea","wfo-0000844921","species","L.","Poaceae","Aira","Accepted","FUZZY"
"Aira cupaniana","Aira cupaniana","wfo-0000844979","species","Guss.","Poaceae","Aira","Accepted","MATCH"
"Aira multiculmis","Aira caryophyllea","wfo-0000844921","species","L.","Poaceae","Aira","Accepted","MATCH"
"Ajuga chamaepitys","Ajuga chamaepitys","wfo-0000933181","species","(L.) Schreb.","Lamiaceae","Ajuga","Accepted","MATCH"
"Ajuga genevensis","Ajuga genevensis","wfo-0000933858","species","L.","Lamiaceae","Ajuga","Accepted","MATCH"
"Ajuga iva","Ajuga iva","wfo-0000934146","species","(L.) Schreb.","Lamiaceae","Ajuga","Accepted","MATCH"
"Ajuga reptans","Ajuga reptans","wfo-0000935107","species","L.","Lamiaceae","Ajuga","Accepted","MATCH"
"Alcea rosea","Alcea rosea","wfo-0000525183","species","L.","Malvaceae","Alcea","Accepted","MATCH"
"Alchemilla","Alchemilla","wfo-4000001119","genus","L.","Rosaceae","Alchemilla","Accepted","MATCH"
"Alchemilla acutiloba","Alchemilla vulgaris","wfo-0001007689","species","L.","Rosaceae","Alchemilla","Accepted","MATCH"
"Alchemilla monticola","Alchemilla monticola","wfo-0001015000","species","Opiz","Rosaceae","Alchemilla","Accepted","MATCH"
"Alchemilla reniformis","Alchemilla reniformis","wfo-0001018776","species","Buser","Rosaceae","Alchemilla","Accepted","MATCH"
"Alchemilla vulgaris","Alchemilla vulgaris","wfo-0001007689","species","L.","Rosaceae","Alchemilla","Accepted","MATCH"
"Alchemilla xanthochlora","Alchemilla xanthochlora","wfo-0000985078","species","Rothm.","Rosaceae","Alchemilla","Accepted","MATCH"
"Alisma lanceolatum","Alisma lanceolatum","wfo-0000755439","species","With.","Alismataceae","Alisma","Accepted","MATCH"
"Alisma plantago-aquatica","Alisma plantago-aquatica","wfo-0000755470","species","L.","Alismataceae","Alisma","Accepted","MATCH"
"Alkanna tinctoria","Alkanna tinctoria","wfo-0000525956","species","Tausch","Boraginaceae","Alkanna","Accepted","MATCH"
"Alliaria","Alliaria","wfo-4000001249","genus","Heist. ex Fabr.","Brassicaceae","Alliaria","Accepted","MATCH"
"Alliaria petiolata","Alliaria petiolata","wfo-0000526081","species","(M.Bieb.) Cavara & Grande","Brassicaceae","Alliaria","Accepted","MATCH"
"Allium","Allium","wfo-4000001260","genus","L.","Amaryllidaceae","Allium","Accepted","MATCH"
"Allium ampeloprasum","Allium ampeloprasum","wfo-0000755607","species","L.","Amaryllidaceae","Allium","Accepted","MATCH"
"Allium cepa","Allium cepa","wfo-0000755919","species","L.","Amaryllidaceae","Allium","Accepted","MATCH"
"Allium cyrilli","Allium cyrilli","wfo-0000756064","species","Ten.","Amaryllidaceae","Allium","Accepted","MATCH"
"Allium neapolitanum","Allium neapolitanum","wfo-0000756802","species","Cirillo","Amaryllidaceae","Allium","Accepted","MATCH"
"Allium nigrum","Allium nigrum","wfo-0000756825","species","L.","Amaryllidaceae","Allium","Accepted","MATCH"
"Allium oleraceum","Allium oleraceum","wfo-0000756866","species","L.","Amaryllidaceae","Allium","Accepted","MATCH"
"Allium pallens","Allium flavum","wfo-0000756255","species","L.","Amaryllidaceae","Allium","Accepted","MATCH"
"Allium paniculatum","Allium paniculatum","wfo-0000756923","species","L.","Amaryllidaceae","Allium","Accepted","MATCH"
"Allium polyanthum","Allium polyanthum","wfo-0000757033","species","Schult. & Schult.f.","Amaryllidaceae","Allium","Accepted","MATCH"
"Allium porrum","Allium ampeloprasum","wfo-0000755607","species","L.","Amaryllidaceae","Allium","Accepted","MATCH"
"Allium porrum porrum","Allium ampeloprasum","wfo-0000755607","species","L.","Amaryllidaceae","Allium","Accepted","FUZZY"
"Allium roseum","Allium roseum","wfo-0000757166","species","L.","Amaryllidaceae","Allium","Accepted","MATCH"
"Allium rotundum","Allium rotundum","wfo-0000757183","species","L.","Amaryllidaceae","Allium","Accepted","MATCH"
"Allium sativum","Allium sativum","wfo-0000757248","species","L.","Amaryllidaceae","Allium","Accepted","MATCH"
"Allium scaberrimum","Allium scaberrimum","wfo-0000757262","species","M.Serres","Amaryllidaceae","Allium","Accepted","MATCH"
"Allium scorodoprasum","Allium scorodoprasum","wfo-0000757306","species","L.","Amaryllidaceae","Allium","Accepted","MATCH"
"Allium sphaerocephalon","Allium sphaerocephalon","wfo-0000757393","species","L.","Amaryllidaceae","Allium","Accepted","MATCH"
"Allium subhirsutum","Allium subhirsutum","wfo-0000757470","species","L.","Amaryllidaceae","Allium","Accepted","MATCH"
"Allium triquetrum","Allium triquetrum","wfo-0000757618","species","L.","Amaryllidaceae","Allium","Accepted","MATCH"
"Allium ursinum","Allium ursinum","wfo-0000757676","species","L.","Amaryllidaceae","Allium","Accepted","MATCH"
"Allium vineale","Allium vineale","wfo-0000757711","species","L.","Amaryllidaceae","Allium","Accepted","MATCH"
"Alnus glutinosa","Alnus glutinosa","wfo-0000945215","species","(L.) Gaertn.","Betulaceae","Alnus","Accepted","MATCH"
"Alopecurus","Alopecurus","wfo-4000001354","genus","L.","Poaceae","Alopecurus","Accepted","MATCH"
"Alopecurus aequalis","Alopecurus aequalis","wfo-0000845386","species","Sobol.","Poaceae","Alopecurus","Accepted","MATCH"
"Alopecurus geniculatus","Alopecurus geniculatus","wfo-0000845537","species","L.","Poaceae","Alopecurus","Accepted","MATCH"
"Alopecurus myosuroides","Alopecurus myosuroides","wfo-0000845620","species","Huds.","Poaceae","Alopecurus","Accepted","MATCH"
"Alopecurus pratensis","Alopecurus pratensis","wfo-0000845656","species","L.","Poaceae","Alopecurus","Accepted","MATCH"
"Alopecurus pratensis pratensis","Alopecurus pratensis","wfo-0000845656","species","L.","Poaceae","Alopecurus","Accepted","FUZZY"
"Alopecurus rendlei","Alopecurus rendlei","wfo-0000845689","species","Eig","Poaceae","Alopecurus","Accepted","MATCH"
"Alopecurus utriculatus","Alopecurus utriculatus","wfo-0000845731","species","Banks & Sol.","Poaceae","Alopecurus","Accepted","MATCH"
"Althaea cannabina","Althaea cannabina","wfo-0000528921","species","L.","Malvaceae","Althaea","Accepted","MATCH"
"Althaea hirsuta","Malva setigera","wfo-0000449618","species","K.F.Schimp. & Spenn.","Malvaceae","Malva","Accepted","MATCH"
"Althaea officinalis","Althaea officinalis","wfo-0000529011","species","L.","Malvaceae","Althaea","Accepted","MATCH"
"Alyssum","Alyssum","wfo-4000001442","genus","L.","Brassicaceae","Alyssum","Accepted","MATCH"
"Alyssum alyssoides","Alyssum alyssoides","wfo-0000529216","species","L.","Brassicaceae","Alyssum","Accepted","MATCH"
"Alyssum granatense","Alyssum granatense","wfo-0000529502","species","Boiss. & Reut.","Brassicaceae","Alyssum","Accepted","MATCH"
"Alyssum minutum","Alyssum minutum","wfo-0000529649","species","Patrin ex DC.","Brassicaceae","Alyssum","Accepted","MATCH"
"Alyssum montanum","Alyssum montanum","wfo-0000529657","species","L.","Brassicaceae","Alyssum","Accepted","MATCH"
"Alyssum simplex","Alyssum simplex","wfo-0000529874","species","Rudolphi","Brassicaceae","Alyssum","Accepted","MATCH"
"Amaranthaceae","Amaranthaceae","wfo-7000000017","family","Juss.","Amaranthaceae","","Accepted","MATCH"
"Amaranthus","Amaranthus","wfo-4000001466","genus","L.","Amaranthaceae","Amaranthus","Accepted","MATCH"
"Amaranthus albus","Amaranthus albus","wfo-0000530018","species","L.","Amaranthaceae","Amaranthus","Accepted","MATCH"
"Amaranthus blitoides","Amaranthus blitoides","wfo-0000530076","species","S.Watson","Amaranthaceae","Amaranthus","Accepted","MATCH"
"Amaranthus blitum","Amaranthus blitum","wfo-0000530085","species","L.","Amaranthaceae","Amaranthus","Accepted","MATCH"
"Amaranthus blitum emarginatus","Amaranthus blitum","wfo-0000530085","species","L.","Amaranthaceae","Amaranthus","Accepted","FUZZY"
"Amaranthus bouchonii","Amaranthus powellii subsp. bouchonii","wfo-0000530429","subspecies","(Thell.) Costea & Carretero","Amaranthaceae","Amaranthus","Accepted","MATCH"
"Amaranthus caudatus","Amaranthus caudatus","wfo-0000530136","species","L.","Amaranthaceae","Amaranthus","Accepted","MATCH"
"Amaranthus crispus","Amaranthus crispus","wfo-0000530163","species","(Lesp. & Thévenau) A.Braun ex J.M.Coult. & S.Watson","Amaranthaceae","Amaranthus","Accepted","MATCH"
"Amaranthus deflexus","Amaranthus deflexus","wfo-0000530173","species","L.","Amaranthaceae","Amaranthus","Accepted","MATCH"
"Amaranthus graecizans","Amaranthus graecizans","wfo-0000530231","species","L.","Amaranthaceae","Amaranthus","Accepted","MATCH"
"Amaranthus hybridus","Amaranthus hybridus","wfo-0000530251","species","L.","Amaranthaceae","Amaranthus","Accepted","MATCH"
"Amaranthus hybridus hybridus","Amaranthus hybridus","wfo-0000530251","species","L.","Amaranthaceae","Amaranthus","Accepted","FUZZY"
"Amaranthus hybridus patulus","Amaranthus hybridus","wfo-0000530251","species","L.","Amaranthaceae","Amaranthus","Accepted","FUZZY"
"Amaranthus powelii","Amaranthus powellii","wfo-0000530428","species","S.Watson","Amaranthaceae","Amaranthus","Accepted","FUZZY"
"Amaranthus powellii","Amaranthus powellii","wfo-0000530428","species","S.Watson","Amaranthaceae","Amaranthus","Accepted","MATCH"
"Amaranthus retroflexus","Amaranthus retroflexus","wfo-0000530447","species","L.","Amaranthaceae","Amaranthus","Accepted","MATCH"
"Amaranthus spinosus","Amaranthus spinosus","wfo-0000530495","species","L.","Amaranthaceae","Amaranthus","Accepted","MATCH"
"Amaranthus tricolor","Amaranthus tricolor","wfo-0000530523","species","L.","Amaranthaceae","Amaranthus","Accepted","MATCH"
"Amaranthus viridis","Amaranthus viridis","wfo-0000530552","species","L.","Amaranthaceae","Amaranthus","Accepted","MATCH"
"Ambrosia artemisiifolia","Ambrosia artemisiifolia","wfo-0000063493","species","L.","Asteraceae","Ambrosia","Accepted","MATCH"
"Ambrosia psilostachya","Ambrosia psilostachya","wfo-0000137200","species","DC.","Asteraceae","Ambrosia","Accepted","MATCH"
"Ambrosia trifida","Ambrosia trifida","wfo-0000114875","species","L.","Asteraceae","Ambrosia","Accepted","MATCH"
"Ammi","Ammi","wfo-4000001610","genus","L.","Apiaceae","Ammi","Accepted","MATCH"
"Ammi majus","Ammi majus","wfo-0000531157","species","L.","Apiaceae","Ammi","Accepted","MATCH"
"Ammi majus majus","Ammi majus","wfo-0000531157","species","L.","Apiaceae","Ammi","Accepted","FUZZY"
"Ammoides pusilla","Ammoides pusilla","wfo-0000531207","species","(Brot.) Breistr.","Apiaceae","Ammoides","Accepted","MATCH"
"Anacamptis morio","Anacamptis morio","wfo-0000968477","species","(L.) R.M.Bateman, Pridgeon & M.W.Chase","Orchidaceae","Anacamptis","Accepted","MATCH"
"Anacamptis pyramidalis","Anacamptis pyramidalis","wfo-0000968551","species","(L.) Rich.","Orchidaceae","Anacamptis","Accepted","MATCH"
"Anacyclus clavatus","Anacyclus clavatus","wfo-0000123732","species","(Desf.) Pers.","Asteraceae","Anacyclus","Accepted","MATCH"
"Anacyclus radiatus","Porophyllum ruderale subsp. macrocephalum","wfo-0000069406","subspecies","(DC.) R.R.Johnson","Asteraceae","Porophyllum","Accepted","MATCH"
"Anagallis","Lysimachia","wfo-4000022565","genus","L.","Primulaceae","Lysimachia","Accepted","MATCH"
"Anagallis arvensis","Lysimachia arvensis","wfo-0000744184","species","(L.) U.Manns & Anderb.","Primulaceae","Lysimachia","Accepted","MATCH"
"Anagallis arvensis caerulea","Lysimachia loeflingii","wfo-1000030378","species","F.J.Jiménez & M.Talavera","Primulaceae","Lysimachia","Accepted","FUZZY"
"Anagallis arvensis foemina","Lysimachia arvensis","wfo-0000744184","species","(L.) U.Manns & Anderb.","Primulaceae","Lysimachia","Accepted","FUZZY"
"Anagallis foemina","Lysimachia foemina","wfo-0000744194","species","(Mill.) U.Manns & Anderb.","Primulaceae","Lysimachia","Accepted","MATCH"
"Anagyris","Anagyris","wfo-4000001828","genus","L.","Fabaceae","Anagyris","Accepted","MATCH"
"Anchusa","Anchusa","wfo-4000001905","genus","L.","Boraginaceae","Anchusa","Accepted","MATCH"
"Anchusa arvensis","Anchusa arvensis","wfo-0000533553","species","(L.) M.Bieb.","Boraginaceae","Anchusa","Accepted","MATCH"
"Anchusa azurea","Anchusa azurea","wfo-0000533562","species","Mill.","Boraginaceae","Anchusa","Accepted","MATCH"
"Anchusa hybrida","Anchusa hybrida","wfo-0000533624","species","Ten.","Boraginaceae","Anchusa","Accepted","MATCH"
"Anchusa italica","Anchusa azurea","wfo-0000533562","species","Mill.","Boraginaceae","Anchusa","Accepted","MATCH"
"Anchusa officinalis","Anchusa officinalis","wfo-0000533707","species","L.","Boraginaceae","Anchusa","Accepted","MATCH"
"Anchusa puechii","Anchusa puechii","wfo-0000533746","species","Valdés","Boraginaceae","Anchusa","Accepted","MATCH"
"Anchusa undulata hybrida","Anchusa undulata","wfo-0000533805","species","L.","Boraginaceae","Anchusa","Accepted","FUZZY"
"Andrachne telephioides","Andrachne telephioides","wfo-0000972391","species","L.","Phyllanthaceae","Andrachne","Accepted","MATCH"
"Androsace elongata","Androsace elongata","wfo-0000534540","species","L.","Primulaceae","Androsace","Accepted","MATCH"
"Androsace maxima","Androsace maxima","wfo-0000534676","species","L.","Primulaceae","Androsace","Accepted","MATCH"
"Andryala","Andryala","wfo-4000002028","genus","L.","Asteraceae","Andryala","Accepted","MATCH"
"Andryala integrifolia","Andryala integrifolia","wfo-0000045387","species","L.","Asteraceae","Andryala","Accepted","MATCH"
"Andryala laxiflora","Andryala rothia","wfo-0000078519","species","Pers.","Asteraceae","Andryala","Accepted","MATCH"
"Anemone coronaria","Anemone coronaria","wfo-0000535196","species","L.","Ranunculaceae","Anemone","Accepted","MATCH"
"Anemone hortensis","Anemone hortensis","wfo-0000535362","species","L.","Ranunculaceae","Anemone","Accepted","MATCH"
"Anemone nemorosa","Anemone altaica","wfo-0000535069","species","Fisch. ex Ledeb.","Ranunculaceae","Anemone","Accepted","MATCH"
"Anethum graveolens","Anethum graveolens","wfo-0000536042","species","L.","Apiaceae","Anethum","Accepted","MATCH"
"Angelica archangelica","Angelica archangelica","wfo-0000536100","species","L.","Apiaceae","Angelica","Accepted","MATCH"
"Angelica sylvestris","Angelica sylvestris","wfo-0000536413","species","L.","Apiaceae","Angelica","Accepted","MATCH"
"Anisantha bromus","Bromus","wfo-4000005481","genus","L.","Poaceae","Bromus","Accepted","FUZZY"
"Anisantha diandra","Bromus diandrus","wfo-0000855460","species","Roth","Poaceae","Bromus","Accepted","MATCH"
"Anisantha madritensis","Bromus madritensis","wfo-0000855936","species","L.","Poaceae","Bromus","Accepted","MATCH"
"Anisantha rigida","Bromus rigidus","wfo-0000856361","species","Roth","Poaceae","Bromus","Accepted","MATCH"
"Anisantha rubens","Bromus rubens","wfo-0000856381","species","L.","Poaceae","Bromus","Accepted","MATCH"
"Anisantha sterilis","Bromus sterilis","wfo-0000856589","species","L.","Poaceae","Bromus","Accepted","MATCH"
"Anisantha tectorum","Bromus tectorum","wfo-0000856649","species","L.","Poaceae","Bromus","Accepted","MATCH"
"Antennaria dioica","Antennaria dioica","wfo-0000035189","species","(L.) Gaertn.","Asteraceae","Antennaria","Accepted","MATCH"
"Anthemis","Anthemis","wfo-4000002393","genus","L.","Asteraceae","Anthemis","Accepted","MATCH"
"Anthemis arvensis","Anthemis arvensis","wfo-0000010729","species","L.","Asteraceae","Anthemis","Accepted","MATCH"
"Anthemis arvensis arvensis","Anthemis arvensis","wfo-0000010729","species","L.","Asteraceae","Anthemis","Accepted","FUZZY"
"Anthemis arvensis incrassata","Anthemis arvensis","wfo-0000010729","species","L.","Asteraceae","Anthemis","Accepted","FUZZY"
"Anthemis austriaca","Cota austriaca","wfo-0000043827","species","(Jacq.) Sch.Bip.","Asteraceae","Cota","Accepted","MATCH"
"Anthemis cotula","Anthemis cotula","wfo-0000032964","species","L.","Asteraceae","Anthemis","Accepted","MATCH"
"Anthemis maritima","Anthemis maritima","wfo-0000019448","species","L.","Asteraceae","Anthemis","Accepted","MATCH"
"Anthemis ruthenica","Anthemis ruthenica","wfo-0000088298","species","M.Bieb.","Asteraceae","Anthemis","Accepted","MATCH"
"Anthoxanthum","Anthoxanthum","wfo-4000002465","genus","L.","Poaceae","Anthoxanthum","Accepted","MATCH"
"Anthoxanthum aristatum","Anthoxanthum aristatum","wfo-0000848095","species","Boiss.","Poaceae","Anthoxanthum","Accepted","MATCH"
"Anthoxanthum odoratum","Anthoxanthum odoratum","wfo-0000848178","species","L.","Poaceae","Anthoxanthum","Accepted","MATCH"
"Anthriscus","Anthriscus","wfo-4000002467","genus","Pers.","Apiaceae","Anthriscus","Accepted","MATCH"
"Anthriscus caucalis","Anthriscus caucalis","wfo-0000538624","species","M.Bieb.","Apiaceae","Anthriscus","Accepted","MATCH"
