"accepted_taxa","original_taxa_Dcube","Diaspore.exposure_Dcube","Diaspore.height_mm_Dcube","Diaspore.mass_mg_Dcube","Diaspore.type_Dcube","Fruit.type_Dcube","Anemochory_rank_Dcube","Epizoochory_rank_Dcube","Hydrochory_rank_Dcube"
"Euphorbia scordiifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Euploca ovalifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Euploca strigosa",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Evolvulus alsinoides",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Evolvulus nummularius",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Faidherbia albida",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Falcataria falcata",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ficus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ficus exasperata",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ficus mucuso",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ficus simplicissima",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ficus sur",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ficus trichopoda",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ficus variifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ficus vogeliana",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fimbristylis",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fimbristylis dichotoma",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fimbristylis dichotoma podocarpa",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fimbristylis ferruginea",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fimbristylis littoralis",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fimbristylis scabrida",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fimbristylis signata",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Flagellaria guineensis",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fleischmannia microstemon",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Flueggea virosa",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Freesia laxa",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fuchsia boliviana",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fuirena ciliaris",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fuirena stricta",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fuirena umbellata",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fumaria muralis","Fumaria muralis sond. ex w. d. j. koch","Exposed",1.5,NA,"Fruit","Non-fleshy fruit",NA,NA,NA
"Funtumia africana",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Funtumia elastica",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gagnebina pterocarpa",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Galinsoga parviflora","Galinsoga parviflora cav.","Exposed",NA,0.2,"Fruit","Non-fleshy fruit",0.89,0.84,NA
"Galium aparine","Galium aparine agg._Galium aparine l.","Exposed",1.5,9.815,"Fruit segment","Non-fleshy fruit",0.145,0.915,NA
"Gambeya subnuda",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gamochaeta purpurea",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Garcinia kola",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gardenia erubescens",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Geophila repens",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Geranium robertianum","Geranium robertianum s.str. l.","Covered partly",NA,1.845,"Fruit segment","Explosive release mechanism",0.42,NA,0.16
"Gisekia",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gisekia pharnaceoides",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gladiolus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gladiolus dalenii",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Glinus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Glinus lotoides",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Glinus oppositifolius",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Glinus radiatus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gliricidia sepium",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gloriosa superba",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Glyphaea brevis",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gmelina arborea",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gomphrena celosioides",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gomphrena vermicularis",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gongronemopsis angolensis",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gonolobus rostratus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gossypium barbadense",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gouania longipetala",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Grewia carpinifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Grewia mollis",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Griffonia simplicifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Grona adscendens",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Grona barbata",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Grona hirta",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Grona ramosissima",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Grona triflora",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Guilandina bonduc",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gymnosporia senegalensis",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gynandropsis gynandra",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hackelochloa granularis",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Harrisonia abyssinica",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Harungana madagascariensis",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hediotis",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hedychium coronarium",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hedychium gardnerianum",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Heisteria parvifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Helichrysum luteoalbum","Gnaphalium luteoalbum l.","Exposed",NA,NA,"Fruit","Non-fleshy fruit",NA,NA,NA
"Heliconia psittacorum",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Heliotropium",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Heliotropium amplexicaule",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Heliotropium bacciferum",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Heliotropium indicum",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Heliotropium zeylanicum",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hermannia tigreensis",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Heteranthera callifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Heteropogon",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Heteropogon contortus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Heterotis rotundifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hewittia malabarica",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hexasepalum sarmentosum",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hexasepalum scandens",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hibiscus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hibiscus caerulescens",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hibiscus cannabinus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hibiscus diversifolius",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hibiscus lobatus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hibiscus panduriformis",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hibiscus physaloides",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hibiscus sabdariffa",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hibiscus sidiformis",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hibiscus surattensis",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hildegardia barteri",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hippobroma longiflora",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hiptage benghalensis",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Histiopteris incisa",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Holarrhena floribunda",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Holcus lanatus","Holcus lanatus l.","Covered partly",1.13,0.461333,"Fruit","Non-fleshy fruit",0.77,0.83,0.42
"Holoptelea grandis",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Homolepis aturensis",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hoslundia opposita",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Houttuynia cordata",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hybanthus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hydrocotyle bonariensis",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hydrocotyle sibthorpioides",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hydrocotyle umbellata",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hydrolea palustris",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hygrophila",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hygrophila auriculata",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hymenachne amplexicaulis",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hyparrhenia",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hyparrhenia diplandra",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hyparrhenia rufa",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hypericum japonicum",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hypertelis cerviana",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hypochaeris radicata","Hypochaeris radicata l.","Exposed",NA,0.82,"Fruit","Non-fleshy fruit",0.95,0.94,0.64
"Hypselodelphys violacea",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hyptis atrorubens",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hyptis brevipes",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hyptis capitata",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hyptis lanceolata",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Icacina mannii",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Impatiens trilobata",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Impatiens walleriana",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Imperata brasiliensis",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Imperata cylindrica",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Indigastrum parviflorum",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Indigofera",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Indigofera berhautiana",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Indigofera colutea",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Indigofera dendroides",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Indigofera geminata",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Indigofera hendecaphylla",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Indigofera hirsuta",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Indigofera macrophylla",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Indigofera nummulariifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Indigofera oblongifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Indigofera paniculata",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Indigofera pilosa",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Indigofera polysphaera",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Indigofera secundiflora",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Indigofera spicata",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Indigofera stenophylla",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Indigofera strobilifera",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Indigofera tetrasperma",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Indigofera tinctoria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Indigofera trita",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Iphigenia pauciflora",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ipomoea",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ipomoea alba",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ipomoea aquatica",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ipomoea arachnosperma",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ipomoea argentaurata",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ipomoea asarifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ipomoea batatas",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ipomoea bolusiana",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ipomoea cairica",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ipomoea carnea fistulosa",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ipomoea coptica",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ipomoea eriocarpa",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ipomoea hederifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ipomoea heterotricha",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ipomoea indica",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ipomoea involucrata",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ipomoea mauritiana",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ipomoea muricata",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ipomoea nil",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ipomoea obscura",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ipomoea ochracea",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ipomoea pes-caprae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ipomoea pes-tigridis",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ipomoea purpurea",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ipomoea pyrophila",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ipomoea quamoclit",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ipomoea sagittifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ipomoea setifera",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ipomoea staphylina",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ipomoea tiliacea",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ipomoea triloba",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ipomoea vagans",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Isachne",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Isachne kiyalaensis",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ischaemum afrum",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ischaemum koleostachys",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ischaemum rugosum",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Isolepis fluitans","Isolepis fluitans (l.) r. br.","Covered partly",NA,NA,"Fruit","Non-fleshy fruit",NA,NA,NA
"Isolona campanulata",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Isolona cooperi",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jacquemontia",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jacquemontia tamnifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jasminum pauciflorum",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jatropha curcas",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jatropha gossypiifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Juncus effusus","Juncus effusus l.","Covered partly",NA,0.0125,"Seed","Fruit with upright aperture",0.65,0.73,0.49
"Justicia anselliana",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Justicia flava",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Justicia ladanoides",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kalanchoe crenata",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kallstroemia pubescens",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Keetia leucantha",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Khaya senegalensis",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kohautia grandiflora",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kohautia tenuis",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lablab purpureus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Laccosperma secundiflorum",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lactuca indica",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lagenaria breviflora",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lagenaria guineensis",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Laggera alata",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Laggera crispata",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Laggera gracilis",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lamium amplexicaule","Lamium amplexicaule l.","Covered partly",NA,0.6,"Fruit segment","Non-fleshy fruit",0.39,NA,NA
"Landolphia hirsuta",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lannea nigritana",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lantana camara",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lantana rugosa",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lantana trifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Laportea aestuans",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lapsana communis","Lapsana communis l.","Covered partly",NA,1.7,"Fruit","Non-fleshy fruit",0.31,NA,NA
"Lasimorpha senegalensis",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Launaea",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Launaea cornuta",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Launaea nana",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Launaea rarifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Launaea taraxacifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lavandula angustifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lecaniodiscus cupanioides",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ledebouria sudanica",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Leersia hexandra",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lemna","Lemna minor l.","Exposed",NA,NA,"Fruit","Fleshy fruit",NA,NA,NA
"Lemna aequinoctialis",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lemna minor","Lemna minor l.","Exposed",NA,NA,"Fruit","Fleshy fruit",NA,NA,NA
"Leonotis",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Leonotis nepetifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Leonurus sibiricus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lepidagathis alopecuroidea",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lepidium africanum",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lepidium bonariense",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lepidium didymum",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lepistemon owariensis",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Leptactina densiflora",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Leptadenia lanceolata lanceolata",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Leptadenia madagascariensis",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Leptadenia pyrotechnica",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Leptocarydion vulpiastrum",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Leptochloa",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Leptochloa caerulescens",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Leptochloa chinensis",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Leptochloa scabra",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Leptochloa virgata",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Leptoderris ledermannii",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Leptoderris miegei",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Leptothrium senegalense",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lepturus radicans",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Leucaena leucocephala",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Leucas lavandulifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Leucas martinicensis",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lindernia",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lindernia rotundifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Linzia ituriensis",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lipotriche scandens",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lippia",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lippia chevalieri",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lippia multiflora",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Litsea glutinosa",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Litsea monopetala",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lobelia cliffortiana",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lolium perenne","Lolium perenne l.","Covered partly",0.9,1.9115,"Fruit","Non-fleshy fruit",0.73,0.12,0.55
"Lonchocarpus sericeus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lonicera confusa",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lophira lanceolata",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lotononis rostrata",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lotus arabicus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Loudetia togoensis",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ludwigia",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ludwigia abyssinica",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ludwigia adscendens diffusa",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ludwigia decurrens",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ludwigia erecta",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ludwigia hyssopifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ludwigia leptocarpa",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ludwigia octovalvis",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ludwigia stenorraphe",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Luffa aegyptiaca",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Luziola subintegra",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Luzula campestris","Luzula campestris (l.) dc.","Covered partly",NA,0.597688,"Seed","Fruit with upright aperture",0.27,0.53,0.65
"Lygodium flexuosum",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lysimachia arvensis arvensis","Anagallis arvensis l.","Enclosed",0.84,0.4245,"Seed","Fruit with upright aperture",0.31,0.3,0.78
"Lysimachia foemina","Anagallis foemina mill.","Enclosed",NA,NA,"Seed","Fruit with upright aperture",0.3,0.28,0.42
"Macropsychanthus comosus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Macroptilium",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Macroptilium atropurpureum",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Macroptilium lathyroides",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Macroptilium longepedunculatum",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Macrotyloma biflorum biflorum",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Maesobotrya barteri",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Malacantha alnifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Malachra radiata",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mallotus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mallotus oppositifolius",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Malva",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Malva parviflora",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Malvastrum coromandelianum",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mangifera indica",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Manihot esculenta",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Manotes expansa",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mansonia altissima",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Marantochloa cuspidata",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mareya micrantha",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Margaritaria discoidea",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mariscus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Marsilea",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Marsilea minuta",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Marsypianthes chamaedrys",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mecardonia procumbens",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Medicago","Medicago polymorpha l.","Enclosed",3,106.138,"Seed","Fruit with lateral aperture",0.14,0.04,NA
"Medicago polymorpha","Medicago polymorpha l.","Enclosed",3,106.138,"Seed","Fruit with lateral aperture",0.14,0.04,NA
"Megathyrsus maximus",NA,NA,NA,NA,NA,NA,NA,NA,NA
